user_id_placeholder,user_guid,_person_details_obj,_username_suffix_uuid_part,password_hash,livekitRoomName,_avatar_uuid,seller_rating,buyer_rating,stripe_customer_id,created_at,last_login,is_verified,is_banned,full_name,profile_picture_url,updated_at,username_raw,email,bio
1,usr-69a2ae0b,"{'age': 57, 'bachelors_field': 'no degree', 'birth_date': '1967-12-17', 'city': 'Binghamton', 'country': 'USA', 'county': 'Broome County', 'education_level': 'some_college', 'email_address': 'ceasar.mercado17@icloud.com', 'ethnic_background': 'white', 'first_name': 'Ceasar', 'last_name': 'Mercado', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Lee', 'occupation': 'driver_sales_worker_or_truck_driver', 'phone_number': '607-542-3434', 'sex': 'Male', 'ssn': '076-52-1253', 'state': 'NY', 'street_name': 'Bendersville-Wenksville Rd', 'street_number': 338, 'unit': '', 'uuid': '798d2d20-6a0b-4f72-90a9-b26de5bb3b47', 'zipcode': '13905'}",c662a1f4,placeholder_hash_aaae561fc8f849a4a1b235a034dc88ac,lk_user_7b28f57c,84448fc4,4.093033258232962,4.411042567366184,cus_127a444eb5d847509c58cfd60f2ab7c9,2022-11-30,2023-07-02,1,0,Ceasar Mercado,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-11-30,ceasar_merc50,ceasar_merc50@gmail.com,"Ceasar Mercado (ceasar_merc50) is a thrill-seeking adventurer, always on the hunt for the next big wave or epic hike.

He is sharing his passion for the outdoors through his online store."
1,usr-937dbcc0,"{'age': 39, 'bachelors_field': 'business', 'birth_date': '1985-12-18', 'city': 'Vienna', 'country': 'USA', 'county': 'Fairfax County', 'education_level': 'graduate', 'email_address': 'hassenzahld18@icloud.com', 'ethnic_background': 'white', 'first_name': 'Daniel', 'last_name': 'Hassenzahl', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Ronald', 'occupation': 'hairdresser_hairstylist_or_cosmetologist', 'phone_number': '703-682-8843', 'sex': 'Male', 'ssn': '223-98-0068', 'state': 'VA', 'street_name': '14th Avenue Southwest Drive', 'street_number': 143, 'unit': '', 'uuid': 'f4365b94-2dae-4c0b-a4bf-70941ed514d9', 'zipcode': '22181'}",5ff22b07,placeholder_hash_51adab1cfcb64024a274e0e696b6667a,lk_user_f559fd56,c2139d3c,3.964274423928933,3.554391348182813,cus_ff40bfe51d3f4b5d9bea55eb6a39e2aa,2022-11-14,2023-08-07,1,0,Daniel Hassenzahl,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-11-14,daniel_zen42,daniel_zen42@gmail.com,Daniel Hassenzahl (daniel_zen42) is a tech enthusiast who loves sharing the latest gadgets and innovations. He's always on the hunt for the next big thing in wearable technology.
1,usr-075438cc,"{'age': 40, 'bachelors_field': 'arts_humanities', 'birth_date': '1985-05-12', 'city': 'Teaneck', 'country': 'USA', 'county': 'Bergen County', 'education_level': 'graduate', 'email_address': 'jimmyrkramer@yahoo.com', 'ethnic_background': 'white', 'first_name': 'Jimmy', 'last_name': 'Kramer', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'R', 'occupation': 'construction_laborer', 'phone_number': '551-510-5368', 'sex': 'Male', 'ssn': '150-04-0675', 'state': 'NJ', 'street_name': 'Brawny St', 'street_number': 8, 'unit': '', 'uuid': '79aed1a5-80c7-46a3-91cb-47af06e50dde', 'zipcode': '07666'}",b1b3a061,placeholder_hash_23aab1c443e94f299b68711e3b757f7d,lk_user_712b707f,0c3ecedb,3.8457258220694905,4.020325820160183,cus_0a3253694f5b457a8e4849eec9dfedb9,2022-08-29,2023-07-17,0,0,Jimmy Kramer,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-08-29,jazz_jimmy_75,jazz_jimmy_75@outlook.com,"Jimmy Kramer (jazz_jimmy_75) is a seasoned jazz enthusiast, sharing his passion for vintage vinyl and live performances from the comfort of his home."
1,usr-fc4a2cf1,"{'age': 37, 'bachelors_field': 'no degree', 'birth_date': '1988-05-08', 'city': 'Liberty', 'country': 'USA', 'county': 'Clay County', 'education_level': '9th_12th_no_diploma', 'email_address': 'ronald.carender63@hotmail.com', 'ethnic_background': 'white', 'first_name': 'Ronald', 'last_name': 'Carender', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'D', 'occupation': 'retail_salesperson', 'phone_number': '816-924-9135', 'sex': 'Male', 'ssn': '493-14-7170', 'state': 'MO', 'street_name': 'S 19th St', 'street_number': 26, 'unit': '', 'uuid': '8cbb5af2-c01e-45ea-b1eb-b71d3215f931', 'zipcode': '64068'}",abdb9b6f,placeholder_hash_6135c0af8e2b42dca954b2753c3d2115,lk_user_bd482af8,94c6a95d,4.054984416994558,4.401757250200375,cus_303590660278470d8e947a600de00aae,2023-03-13,2023-10-23,0,0,Ronald Carender,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-03-13,ronald_glow_23,ronald_glow_23@outlook.com,"Ronald Carender, aka ronald_glow_23, is a glow-in-the-dark art enthusiast, bringing a unique and vibrant energy to his creations.  He loves sharing his passion for art and spreading positivity."
1,usr-7ffac22b,"{'age': 27, 'bachelors_field': 'no degree', 'birth_date': '1997-10-18', 'city': 'Oxnard', 'country': 'USA', 'county': 'Ventura County', 'education_level': 'high_school', 'email_address': 'raulamartinez18@gmail.com', 'ethnic_background': 'puerto rican', 'first_name': 'Raul', 'last_name': 'Martinez', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Adrian', 'occupation': 'miscellaneous_vehicle_or_mobile_equipment_mechanic_installer_or_repairer', 'phone_number': '805-584-4357', 'sex': 'Male', 'ssn': '572-15-5455', 'state': 'CA', 'street_name': 'Hillview Dr', 'street_number': 113, 'unit': 'Rm 301G', 'uuid': 'bd70b751-6373-4fb7-a1bc-a718b0fd7ddc', 'zipcode': '93036'}",5f6b1f49,placeholder_hash_517141c93a6e43da8f71254e361dc480,lk_user_62221e49,db2d9bc3,4.581237554535157,4.305781827609515,cus_4d650ec8545247a6b0777514800883ed,2023-02-22,2023-11-23,1,0,Raul Martinez,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-02-22,raul_veloz_85,raul_veloz_85@outlook.com,"Raul Martinez (@raul_veloz_85) is a passionate vintage car enthusiast who loves sharing his unique finds.

He's also a self proclaimed 'sneakerhead' and loves to share his latest discoveries."
1,usr-d4fc6324,"{'age': 71, 'bachelors_field': 'no degree', 'birth_date': '1953-09-13', 'city': 'Westlake Village', 'country': 'USA', 'county': 'Los Angeles County', 'education_level': 'some_college', 'email_address': 'gay.revisky@gmail.com', 'ethnic_background': 'white', 'first_name': 'Gay', 'last_name': 'Revisky', 'locale': 'en_US', 'marital_status': 'widowed', 'middle_name': 'E', 'occupation': 'physical_scientist', 'phone_number': '747-423-6474', 'sex': 'Female', 'ssn': '564-63-6809', 'state': 'CA', 'street_name': 'W Fay Ln', 'street_number': 120, 'unit': '', 'uuid': '6c84cb24-a0d6-4153-8027-98d60e1c76f4', 'zipcode': '91361'}",67a69483,placeholder_hash_02070f88547f420389cb476aa9f6eeac,lk_user_1f7af1bb,7e493239,4.8142855011553065,4.916269513951381,cus_ce8dc678a09a4aa5a646c88399f3b755,2022-06-12,2023-11-21,1,0,Gay Revisky,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-06-12,gayrevisky_velvet12,gayrevisky_velvet12@outlook.com,"Gay Revisky (gayrevisky_velvet12) is a vintage fashion enthusiast, curating timeless pieces that spark joy.

She is also a cat lover, and is known to feature her cats in her posts."
1,usr-b6b7a003,"{'age': 71, 'bachelors_field': 'no degree', 'birth_date': '1954-05-11', 'city': 'Monterey Park', 'country': 'USA', 'county': 'Los Angeles County', 'education_level': 'less_than_9th', 'email_address': 'yewang73@protonmail.com', 'ethnic_background': 'east asian', 'first_name': 'Ye', 'last_name': 'Wang', 'locale': 'en_US', 'marital_status': 'never_married', 'middle_name': 'Nepomuceno', 'occupation': 'driver_sales_worker_or_truck_driver', 'phone_number': '626-518-7203', 'sex': 'Male', 'ssn': '559-75-7682', 'state': 'CA', 'street_name': 'Normal Ave', 'street_number': 85, 'unit': '', 'uuid': '4b91601c-4627-4469-9d3a-9f61f78ea3e2', 'zipcode': '91754'}",86817dc3,placeholder_hash_c1fdca32f3c64b16b6dd016031922ab3,lk_user_dbcbb5c0,19ba8c3d,4.512180672759874,4.891521290469735,cus_b5bec50e72a94ab5a70db5bc229fd691,2022-06-27,2023-11-28,0,0,Ye Wang,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-06-27,ye_wang1990,ye_wang1990@outlook.com,"Ye Wang is a passionate photographer who loves capturing the beauty of nature, and enjoys sharing his work with the community."
1,usr-f1ddcacd,"{'age': 62, 'bachelors_field': 'no degree', 'birth_date': '1962-11-24', 'city': 'North Aurora', 'country': 'USA', 'county': 'Kane County', 'education_level': 'associates', 'email_address': 'dorisevelyn@yahoo.com', 'ethnic_background': 'white', 'first_name': 'Doris', 'last_name': 'Hill', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Evelyn', 'occupation': 'elementary_or_middle_school_teacher', 'phone_number': '331-393-4347', 'sex': 'Female', 'ssn': '319-76-9817', 'state': 'IL', 'street_name': 'Sunderland Rd', 'street_number': 124, 'unit': '', 'uuid': 'a4bd9941-261b-412d-8b7d-b61d62526b94', 'zipcode': '60542'}",c5f9c792,placeholder_hash_f512372b72da4b8c80dec743e1465995,lk_user_71748e5b,becffae3,3.711512708128041,4.99248439715032,cus_6bce1edd10fa4409b509accd598eb2fa,2023-06-03,2023-08-20,0,0,Doris Hill,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-06-03,doris_hill99,doris_hill99@gmail.com,"Doris Hill (doris_hill99) is a passionate vintage enthusiast, always on the hunt for unique treasures to share with the community. Her feed is a curated collection of timeless finds and inspiring stories from the past."
1,usr-2659d7eb,"{'age': 52, 'bachelors_field': 'no degree', 'birth_date': '1973-04-04', 'city': 'Fort Lauderdale', 'country': 'USA', 'county': 'Broward County', 'education_level': '9th_12th_no_diploma', 'email_address': 'bwhite3@icloud.com', 'ethnic_background': 'white', 'first_name': 'Brent', 'last_name': 'White', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Abdelhamid', 'occupation': 'accountant_or_auditor', 'phone_number': '954-363-0329', 'sex': 'Male', 'ssn': '266-08-7423', 'state': 'FL', 'street_name': '11th Ave N', 'street_number': 41, 'unit': '', 'uuid': '21b91b27-c7b9-4f7d-a399-07717aa8cf8e', 'zipcode': '33321'}",ace749b8,placeholder_hash_56550e4346bc4f7a972a50da627a185c,lk_user_de4187bd,cc55facf,4.558672166499497,4.5311017906326825,cus_4a26284ce7ad49f39e93619b6485d710,2022-11-25,2023-07-21,1,0,Brent White,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-11-25,brent_whitesky_73,brent_whitesky_73@outlook.com,"Brent White (brent_whitesky_73) is a passionate outdoorsman and vintage camera collector.

He is always on the hunt for the next big find."
1,usr-a24e3ea8,"{'age': 26, 'bachelors_field': 'no degree', 'birth_date': '1999-01-26', 'city': 'Greentown', 'country': 'USA', 'county': 'Pike County', 'education_level': 'some_college', 'email_address': 'louisddabney98@gmail.com', 'ethnic_background': 'white', 'first_name': 'Louis', 'last_name': 'Dabney', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Dale', 'occupation': 'sales_or_related_worker', 'phone_number': '570-409-2383', 'sex': 'Male', 'ssn': '190-86-1780', 'state': 'PA', 'street_name': 'Arion Court', 'street_number': 794, 'unit': '', 'uuid': 'f075cf23-54b5-44d5-aa6d-10ef280271df', 'zipcode': '18426'}",024f0516,placeholder_hash_055db9044bc24df5b0e20ab9f36e1e4d,lk_user_4c51da30,69fee395,3.819314065593084,3.7807028281275135,cus_80a6c98cf06c424cb16de7a9029b23fe,2022-12-23,2023-07-06,0,0,Louis Dabney,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-12-23,louis_dabney_73,louis_dabney_73@outlook.com,Louis Dabney is a vintage car enthusiast and collector. He's always on the hunt for the next hidden gem to add to his garage.
1,usr-68561ff8,"{'age': 27, 'bachelors_field': 'no degree', 'birth_date': '1997-06-09', 'city': 'Chardon', 'country': 'USA', 'county': 'Lake County', 'education_level': 'some_college', 'email_address': 'savasukd97@gmail.com', 'ethnic_background': 'white', 'first_name': 'Dion', 'last_name': 'Savasuk', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': 'Lee', 'occupation': 'driver_sales_worker_or_truck_driver', 'phone_number': '440-317-8906', 'sex': 'Male', 'ssn': '300-82-0125', 'state': 'OH', 'street_name': 'Kipling Ave', 'street_number': 165, 'unit': 'Apt', 'uuid': '7feda79d-74f8-4896-a9b0-e0ce11fd6d83', 'zipcode': '44024'}",02a1b113,placeholder_hash_d6880ff984de457a820efe286517b885,lk_user_6d13a25d,ab8bc325,3.9326521842044,4.596415458465735,cus_caa6f9bec8044d958a04a4966c08c769,2022-12-30,2023-07-13,1,0,Dion Savasuk,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-12-30,dion_savasuk64,dion_savasuk64@outlook.com,"Dion Savasuk (@dion_savasuk64) is a vintage car enthusiast who loves sharing his classic rides with the world. When he's not restoring old cars, he's exploring new trails on his mountain bike."
1,usr-2dea68c0,"{'age': 49, 'bachelors_field': 'no degree', 'birth_date': '1975-10-25', 'city': 'Dietrich', 'country': 'USA', 'county': 'Lincoln County', 'education_level': 'high_school', 'email_address': 'juanh60@gmail.com', 'ethnic_background': 'mexican', 'first_name': 'Juan', 'last_name': 'Hernandez', 'locale': 'en_US', 'marital_status': 'married_present', 'middle_name': '', 'occupation': 'retail_salesperson', 'phone_number': '803-304-7690', 'sex': 'Male', 'ssn': '519-71-9459', 'state': 'ID', 'street_name': 'Stream Side Way', 'street_number': 299, 'unit': '', 'uuid': '490a169d-e0fa-454d-8161-81fceb3027de', 'zipcode': '83324'}",cc697d38,placeholder_hash_d14a211d91f4424f864108d1e37c81d6,lk_user_43ea8090,3c11bd40,3.779853264531482,3.5852410518992435,cus_724036b57eb446a2b85d06cb3d1066bc,2022-09-22,2023-11-08,1,0,Juan Hernandez,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-09-22,juan_hernandez19,juan_hernandez19@gmail.com,Juan Hernandez (juan_hernandez19) is a passionate cyclist who loves sharing his latest gear finds.
