user_id_placeholder,user_guid,password_hash,livekitRoomName,seller_rating,buyer_rating,stripe_customer_id,created_at,last_login,is_verified,is_banned,full_name,profile_picture_url,updated_at,username,email,bio
1,usr-6e5a8eaa,placeholder_hash_09c9908bf54844d38804d9e944851217,lk_user_bfa77a25,3.887424801147863,3.5190023719483885,cus_0b926b7aeb4c40868797dacf49e1a2e3,2022-10-20,2023-12-16,0,0,Kendric Revill,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-10-20,"kendric_rev_1990
rev_kendr_88
kendric_majestic_1988
rev_kendric_77",kendric_majestic_1988@outlook.com,"""Kendric's passion for vintage finds and unique decor makes his space a treasure trove. Always on the hunt for the next hidden gem, he shares his eclectic style with a smile."""
1,usr-b99da0d2,placeholder_hash_72a9b4985da6470bb3d04ece2a5343a4,lk_user_11bd2f83,3.9716541723849774,4.666804147941701,cus_b1d1af4f96514050b12ed89af19e4143,2022-01-17,2023-12-01,1,0,Patrick Murillo,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-01-17,"patrickm_2023
patrickm_velociraptor
pm_1990",patrickm_velociraptor@gmail.com,"""Patrick Murillo, a.k.a. @patrickm_velociraptor, is a thrill-seeking adventurer who loves sharing his latest finds and experiences."""
1,usr-32956dda,placeholder_hash_bc4ce14c02374e4cae3be0cf01a20bd5,lk_user_cd480c20,4.785148880560683,4.397208335954026,cus_fd1b660ce2d346248d476bb0d5da3ab3,2023-04-01,2023-09-17,1,0,Jason Culp,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-04-01,"jasonculp_77
jasonculp_racer
jasonculp_87",jasonculp_racer@gmail.com,"""Jason Culp (jasonculp_racer) is a speed enthusiast and vintage car collector. When he's not behind the wheel, he's sharing his passion for classic rides and auto restoration on his platform."
1,usr-6bf4b8bb,placeholder_hash_0d5e38400bb742e29c0c13bc5dd8158e,lk_user_2378cf2d,3.9121200100365106,4.651020650984648,cus_4d2a7fd7c8e046e9bbc518411d8db4d7,2022-04-28,2023-11-04,1,0,Kelly Langley,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-04-28,kelly_glide27,kelly_glide27@outlook.com,"Kelly Langley (kelly_glide27) - Thrift store treasure hunter & upcycler, sharing my vintage finds and DIY projects.

Or

Kelly Langley (kelly_glide27) - Eco-friendly fashion enthusiast, promoting sustainability one thrifted outfit at a time."
1,usr-5a33ea8c,placeholder_hash_fc3bf9f2a732486f82c4b05e6e099ee8,lk_user_9cd00e87,4.86848985776083,4.189891695722455,cus_5ea1dcb099324364aa7b2766817539d8,2022-09-19,2023-10-04,1,0,Beatriz Lopezvasquez,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-09-19,"beatriz_lv_1995
beatriz_lopez_19
bea_lopez_20
beatriz_21_lopez
bea_19_lopez","beatriz_lopez_1995@gmail.com
beatriz_lv_1995@outlook.com
bea_lopez_20@example.com
beatriz_21_lopez@gmail.com
bea_19_lopez@outlook.com","**Beatriz Lopezvasquez (bea_19_lopez)**
Thrifting enthusiast on the hunt for unique vintage gems. Let's trade stories and finds!"
1,usr-f24a47be,placeholder_hash_06728de456fb4d53bbfbb12a3c81b39e,lk_user_cc385e76,4.134935557322118,3.8295988300142585,cus_926f7f7bd23042f398d5fd4824738853,2022-07-12,2023-10-25,0,0,Jerry Baker,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-07-12,"jerrybaker_54

jerrybaker_bold

jbaker_23","jerrybaker_54@outlook.com

jbaker_23@gmail.com

jerrybaker_bold@example.com","**jerrybaker_54:** Thrift store treasure hunter, always on the lookout for unique finds!

**jerrybaker_bold:** Adventure seeker, sharing my journey through travel and food.

**jbaker_23:** Plant parent and eco-warrior, growing a greener world one pot at a time."
1,usr-1c103460,placeholder_hash_855fa53e9f6149938cc062cfec910fb4,lk_user_41c7f227,4.746093571035088,3.6730614082311193,cus_10da7626fc4e42b4acccf4148f1daa06,2023-04-20,2023-09-06,1,0,Gary Peffer,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-04-20,"gary_pep_77
gpef_22
pep_gary55",gary_pep_77@outlook.com,"Gary Peffer (gary_pep_77, gpef_22, pep_gary55) is a passionate outdoorsman who loves sharing his thrift store finds and adventure gear on the platform."
1,usr-2ea2e4ca,placeholder_hash_878394022639403ead07318cca270a5e,lk_user_e61545bf,3.556982846726656,4.426808517331644,cus_0b3ee1ea6b8f4e7199db7b1d6b5bc89d,2022-09-08,2023-09-30,0,0,Maria Lopez,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-09-08,"maria_lopez95
maria_lopez_veloz
lopez_maria_23
maria_lopez_spark","maria_lopez95@outlook.com
maria_lopez_veloz@gmail.com
lopez_maria_23@example.com
maria_lopez_spark@outlook.com","**maria_lopez95:** ""Thrift store treasure hunter, sharing my unique finds with the world!""

**maria_lopez_veloz:** ""Vintage fashion enthusiast, bringing the past into the present one style at a time.""

**lopez_maria_23:** ""Handmade with love, selling my artisan creations to inspire your home""

**maria_lopez_spark:** ""Sustainable living advocate, helping you spark eco-friendly changes in your life"""
1,usr-4d664edc,placeholder_hash_0391f575dcb14e6a98fc039cbf9c0908,lk_user_0b86a7ec,3.117695666651119,4.031818894905009,cus_f7d96ea7034448c881546217bd323a16,2022-01-06,2023-10-20,1,0,Aida Fornos,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-01-06,"aida_fornos98
aida_fornos123
aida_astro
aida_f23",aida_fornos123@gmail.com,"**aida_fornos98:** ""Stargazer by night, thrifter by day. Let's find your next favorite thing together!""

**aida_fornos123:** ""Turned my love for art into a passion for finding unique treasures. Let's make your space extraordinary!""

**aida_astro:** ""From astrophysics to thrift physics – helping you find the perfect orbit for your style""

**aida_f23:** ""Fast fashion? No thanks! Let's make sustainable style your new favorite trend"""
1,usr-8a8b69e7,placeholder_hash_2c45575651e34302b40b943809685e01,lk_user_cc36f99b,4.421954617772281,3.5778681867253224,cus_2e150a01e6bf4b6abd04a1a963d535e7,2022-10-12,2023-11-08,0,0,Herberth Lane,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-10-12,herberth_lane_23,herberth_lane_23@outlook.com,"Herberth Lane (herberth_lane_23) is a vintage car enthusiast who loves sharing restoration stories and rare finds with fellow gearheads. When he's not tinkering in the garage, you'll find him exploring scenic drives and car meets."
1,usr-dac5c395,placeholder_hash_e1d99a63b89740a5b803d84732cfad7b,lk_user_4fd0c2df,3.077557782221975,4.754343701247889,cus_c1284580cd8e41c1990ac04d400f04d0,2022-06-04,2023-11-24,1,0,Ryan Ergueta,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-06-04,"ryan_erg_32

ryan_erg_56

erg_rider_82

erg_ryan_23

erg_ryan_33","ryan_erg_32@outlook.com

ryan_erg_56@example.com

erg_rider_82@gamil.com

erg_ryan_23@outlook.com

erg_ryan_33@example.com","""Adventure seeker and thrill rider, Ryan Ergueta is always on the move and ready to share his latest finds and favorite gear from the road.""

""From trails to thrills, Ryan Ergueta is a passionate rider and gear enthusiast, always on the hunt for the next big thing to share with the community."""
1,usr-51283925,placeholder_hash_373bd52b2f0945de81276b4709f6aa6d,lk_user_b860fafb,3.323222143965023,4.229676713176551,cus_f02f38defaf447e9b30b48bd5b2be420,2023-05-16,2023-08-02,1,0,Katherine Bolivar,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-05-16,"kathbol_91
katherine_bol23
kbol_bolivar","kathbol_91@outlook.com
katherine_bol23@gmail.com
kbol_bolivar@example.com","""🛍️ Fashion enthusiast and deal hunter! 🛍️ Katherine Bolivar is here to find the best deals and share her favorite finds with you! """
1,usr-46905193,placeholder_hash_96b5a81377f24f93a96ab2f8f8eda2b6,lk_user_97747699,4.112920717162758,4.470979600424033,cus_994d5d5af0ae4a5990bcb41008f0596c,2023-05-30,2023-07-27,0,0,Felicia Cabin,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-05-30,"felicia_cabin23
cabin_felicia_89
felicia_whispering_cabin_20
cabin_felicia_123",felicia_whispering_cabin_20@outlook.com,"""Nature enthusiast and avid hiker, Felicia shares her journey through the great outdoors.  Join her in discovering unique finds from the trails."""
1,usr-ed3d1cb7,placeholder_hash_eb3938ad5d0f4361b74681a537ce7594,lk_user_4aa2289c,4.4642666832972235,4.690643539599941,cus_7b0e691725db42e8a97ca63ea3903a9b,2022-05-08,2023-08-06,0,0,Adolphus Weaver,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-05-08,adolphus_wv85,adolphus_wv85@gmail.com,"Adolphus Weaver (adolphus_wv85) - Thrill-seeker and gearhead, always on the hunt for the next big adventure."
1,usr-0583e3af,placeholder_hash_b7373820524f4758af185f234036553a,lk_user_db51abf4,3.189556243958161,4.65782847671805,cus_a3b27577d7cc4bd9a6aa1b7ac3191953,2023-01-30,2023-12-15,0,0,Jesmarie Riverarodriguez,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-01-30,jes_8river,jes_8river@outlook.com,"""Jesmarie Riverarodriguez, a.k.a. jes_8river, is a vintage fashion enthusiast who loves sharing her unique finds with the community.""

OR

""Discover timeless treasures with jes_8river, as Jesmarie Riverarodriguez brings you the best of vintage fashion."""
1,usr-1a64f9e8,placeholder_hash_32c43f49c0fb4ccfb3a13b14bacff9a1,lk_user_c113385d,3.317740159153618,4.574911774724747,cus_50b3abe5bd9e45109f0386b95de8cab8,2022-05-03,2023-09-15,0,0,Ian Jones,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-05-03,"ian_jones99
ian_ironjones
ian_jones_21",ian_jones_21@outlook.com,"Ian Jones is your go-to for the latest in tech gadgets and accessories. When he's not testing out new products, you can find him at the gym, pumping iron.

**Username:** @ian_ironjones"
1,usr-afbcc355,placeholder_hash_307826f5973746efaa515e9e1a69971d,lk_user_2d63769e,4.739547867302207,4.790066254915971,cus_628130c8229c49499969f03840faa64f,2022-12-18,2023-12-16,1,0,Luis Almanzar,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-12-18,luis_almanzar24,luis_almanzar24@gmail.com,"Luis Almanzar (@luis_almanzar24) is a tech enthusiast who loves sharing the latest gadgets and innovations. When he's not exploring new tech, he's probably out hiking and exploring nature."
1,usr-2a743762,placeholder_hash_c4bff6b400124d6488e9d4bcbd7135f7,lk_user_391e7827,4.161412575335298,4.452674414282187,cus_2ecd5f62d4cc4fdd887b8abdfffbfce3,2022-01-25,2023-08-14,1,0,Ella Wesley,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-01-25,"ella_wes_42
ella_whisper_21
wes_ella_55","ella_wes_42@gmail.com
ella_whisper_21@outlook.com
wes_ella_55@example.com","Ella Wesley (@ella_wes_42, @ella_whisper_21, @wes_ella_55) is a passionate thrifter who loves giving new life to vintage finds.  She enjoys sharing her unique style and eco-friendly fashion journey with her followers."
1,usr-fb745be4,placeholder_hash_5896b2dcc9d64e9eaec680fdacfd9b2e,lk_user_2f68cefe,4.676280448150941,4.050458013478968,cus_a1e9134d2b6c4161bce1b04738171c24,2023-05-11,2023-07-16,0,0,Sylvester Carter,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2023-05-11,"sylvester_c2
sylvester_carter22
carter_sylvester7","sylvester_c2@outlook.com
carter_sylvester7@gmail.com
sylvester_carter22@example.com","""Sylvester Carter is a vintage tech enthusiast who loves sharing his retro gadget finds with the community. When he's not hunting for hidden gems, he's busy restoring them to their former glory."""
1,usr-071a7f70,placeholder_hash_2d7fb53dec5940dfa73722bfcdcd5226,lk_user_385a1cb6,3.4529994326270446,4.4012014977651,cus_5333fd8f7dab41ebae6584ed3e75b4ec,2022-03-24,2023-11-14,1,0,Brendagayle Strickland,'https://synthetic-avatars.com/user_pics/' + _avatar_uuid + '.png',2022-03-24,"brenda_gale91
gayle_brenda22
brenda_gayle1992
brenda_galaxy","brenda_gayle1992@gmail.com
brenda_galaxy@outlook.com
brenda_gale91@example.com","""Stargazer by night, thrift store treasure hunter by day. Let's chat vintage finds and cozy reads!""

or

""Eco-chic fashionista on a mission to make every day Earth Day. Join me in the journey to a more sustainable you."""
