order_id_placeholder,order_guid,buyer_user_guid_fk,seller_user_guid_fk,auction_guid_fk,product_guid_fk,total_amount,shipping_cost,tax_amount,status,payment_intent_id,created_at,shipping_address_json,updated_at
1,ord-3724607d,usr-0597d68f,usr-fb2463d4,auc-564718fb,prod-520b6708,1380.2533785452592,26.468724674204964,56.90923870760337,paid,pi_9f196720258a4bcf956febb2c65fc723,2023-05-06,"```json
{
  ""street"": ""1234 Elm Street, Apt 5"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-05-06
1,ord-6e4e5d70,usr-a6d2a550,usr-f7eae2a6,auc-606731fd,prod-2199dd7c,788.3707100910276,38.46507351371209,83.15006318589889,pending,pi_61364a92c4fb4af58bf6332379db6e41,2023-12-13,"```json
{
  ""street"": ""1234 Elm Street Apt 5"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-12-13
1,ord-340bdd1b,usr-2e012f50,usr-51283925,auc-963c2135,prod-7e2b7449,846.002952864724,29.906267535455456,96.77320044871945,delivered,pi_f9d04913b88e4459bbafcc5c50942664,2023-04-26,"```json
{
  ""street"": ""123 Maplewood Dr"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-04-26
1,ord-0979f384,usr-2ed6a909,usr-41ba2370,auc-3cf1311d,prod-5349f200,969.3613994624641,19.293847569616396,53.28610665064978,pending,pi_62fc169a8aed4e4eaa7da63961796fb0,2023-07-05,"```json
{
  ""street"": ""123 Maplewood Dr"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-07-05
1,ord-cd48650f,usr-ccde6a87,usr-cda4df6b,auc-3efd61ed,prod-dd497c6d,621.0810534941211,9.753061401497554,95.49549660660739,pending,pi_e6daf919a79e445ea8792acac494b5c2,2023-11-19,"```json
{
  ""street"": ""1234 Elm Street, Apt 5"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-11-19
1,ord-37137048,usr-4d830a76,usr-9c6355be,auc-5b394e7f,prod-26e1e79e,627.6025158450576,36.92935393097958,16.228359488930877,paid,pi_cc18bdf7295f428d8328a8110361c304,2023-08-05,"```json
{
  ""street"": ""1234 Elm Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-08-05
1,ord-39438d1f,usr-c70f52dc,usr-7964db0d,auc-c1bc7d3c,prod-bb1c4000,406.7262817358832,48.401024944723055,14.454278940085475,paid,pi_15c6e71ec8554a7c9792dc1df473b5f9,2023-03-30,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-03-30
1,ord-37893a4f,usr-1d676ed6,usr-6e5aaf7b,auc-c0df061e,prod-248519c0,644.7260976713691,29.80751907207031,36.87058593275459,paid,pi_57c86eb7a8394421b66c33357771ee57,2023-11-05,"```json
{
  ""street"": ""123 Maplewood Ave"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-11-05
1,ord-2e014d59,usr-88b5a365,usr-802cad2b,auc-c76cf77b,prod-14329b08,333.1659725838039,8.966813714880306,47.38959269301197,cancelled,pi_5ae9c6f23bb442fea914ad750ed0552a,2023-11-12,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-11-12
1,ord-47a7eda8,usr-3558bbdd,usr-612d455a,auc-0e2c7fd9,prod-db202002,1225.9022430950683,25.7613982944268,82.74078786492342,paid,pi_f9372fd5f5ad40368d0cea7e9fc4ce54,2023-06-04,"```json
{
  ""street"": ""123 Maplewood Lane"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-06-04
1,ord-864a9f58,usr-67f49b0d,usr-7964db0d,auc-9c78f716,prod-50698233,338.50289606993834,7.712835798543488,34.283222179055485,pending,pi_4d3fdf18f8344c4eb1e1fc45fe23ba8f,2023-03-15,"```json
{
  ""street"": ""1234 Elm Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-03-15
1,ord-571facb8,usr-98610fc6,usr-4fcc955c,auc-554ab285,prod-8bd5f3ef,57.746072730341325,33.65655362000008,55.08178319792207,refunded,pi_20a5d2fb65fd4b498d6e36ccb14716b0,2023-05-09,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-05-09
1,ord-f1576e47,usr-4e0d240a,usr-e45b21c7,auc-cbabee68,prod-4a12f855,212.3332697600344,1.166860113790369,34.65226543058708,pending,pi_a5599ff9d048422e8503f288b32c9fee,2023-04-12,"```json
{
  ""street"": ""1234 Elm Street, Apt 5"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62701"",
  ""country"": ""USA""
}
```",2023-04-12
1,ord-167eeded,usr-f434518c,usr-30f3e70f,auc-7680e1d4,prod-710f69f9,354.02002512296497,49.90573274007902,95.61616617105575,paid,pi_5b53f02966fd4e8eaaf22c1d39b5f275,2023-12-04,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-12-04
1,ord-8c9dbb59,usr-18e5deed,usr-e2b7c331,auc-97504ef6,prod-f135147d,532.2151789298258,3.378865448280272,56.58667099105017,paid,pi_f241de4292f9426c8f371e39a56aa2f4,2023-11-11,"```json
{
  ""street"": ""1234 Elm Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62701"",
  ""country"": ""USA""
}
```",2023-11-11
1,ord-5a04232f,usr-09786814,usr-75dac993,auc-3a53de2d,prod-24fb45f2,1200.436129704333,4.581081222603372,54.12641666304796,delivered,pi_12c155f4766342bba2678aa763919401,2024-01-23,"```json
{
  ""street"": ""123 Maple Street Apt 4B"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2024-01-23
1,ord-907916e4,usr-19d5149b,usr-ff41e9fc,auc-d4924e9d,prod-c054fba3,855.9372666736208,32.436523486494586,6.909956938932805,paid,pi_0ffc4e39a13743539cbf4393fe2c22a5,2023-09-13,"```json
{
  ""street"": ""123 Maple Street Apt 4B"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-09-13
1,ord-795f437d,usr-8d8c58bc,usr-ed3d1cb7,auc-1428e6a2,prod-65a71d64,523.4384654091849,43.447577630165654,79.77344076855657,paid,pi_87dbe6ac2898429080461c5a3d63ec78,2023-06-06,"```json
{
  ""street"": ""123 Maple Street Apt 4B"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-06-06
1,ord-25bf2cb5,usr-49d21b5a,usr-ada8b8bd,auc-ba7eb3c2,prod-a233525a,786.0120910127164,46.05313662380197,85.70522216055208,pending,pi_a332d7faec364f359ac1679184d39cb6,2023-08-20,"```json
{
  ""street"": ""123 Maplewood Dr"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-08-20
1,ord-254fc359,usr-6e82ff08,usr-df040af4,auc-170da3da,prod-008a359f,1384.7092042020895,27.416801069729114,13.26576175112738,paid,pi_4b1c6e66181441fd9f1c1cea22bd8913,2024-01-22,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2024-01-22
1,ord-86f66da3,usr-c54eea39,usr-0dbca433,auc-4112a06c,prod-ab7ad985,80.33899436068562,27.097084724692227,40.06877554267938,pending,pi_7138be36052a410da56eab1dbb7a9cd5,2023-12-08,"```json
{
  ""street"": ""123 Maplewood Ave"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-12-08
1,ord-6f6bd84d,usr-cd1d9a17,usr-f7eae2a6,auc-f4dd3c1e,prod-26bce4be,1041.9808706540716,49.63315019627705,28.326804504938032,shipped,pi_75f702ecc581468d853dcd574498f5a0,2023-03-24,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-03-24
1,ord-9231c602,usr-f66ba022,usr-1c103460,auc-ff7306ab,prod-da8e02e8,383.2398951354472,33.60412411975147,9.394590472479592,pending,pi_4bf3838f474a429b8f228c359aa8eb07,2023-04-07,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-04-07
1,ord-451cab30,usr-9dbd8bc7,usr-f434518c,auc-bec84e6f,prod-02cf84ce,1122.1063713067863,14.87337834910592,79.13502856090837,delivered,pi_8cd81942d3694487bed1686f34fefc49,2024-01-14,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2024-01-14
1,ord-94994718,usr-d816b680,usr-9a015d8e,auc-09333481,prod-9d2cc445,476.4739597992884,22.747159549443385,16.569242368451633,shipped,pi_7421eb0d48804828bdebea3950cd7c29,2023-05-10,"```json
{
  ""street"": ""1234 Elm Street, Apt 5"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-05-10
1,ord-14e27249,usr-2605b31d,usr-75f1a5ed,auc-5adb43a8,prod-30336add,691.3530858331176,40.95771964667529,56.7720532954551,cancelled,pi_4acd2fa5560143e1b31968d90983d3f0,2023-06-26,"```json
{
  ""street"": ""1234 Elm Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62701"",
  ""country"": ""USA""
}
```",2023-06-26
1,ord-e84c7bc3,usr-e42c8b9d,usr-19d5149b,auc-828601bc,prod-bd80f256,788.3073963120084,23.876078966408432,30.80823985285711,paid,pi_90a7e9d71c334b1f8c0c690da8aa5746,2023-08-27,"```json
{
  ""street"": ""123 Maplewood Dr"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-08-27
1,ord-3f474628,usr-7ed71dcc,usr-9ccd6726,auc-1a0d1c84,prod-fe7c9233,1390.6940715326873,23.302539988222158,21.891227082969746,paid,pi_c0b2302ba1cb4372a9b457ba2595e342,2023-10-21,"```json
{
  ""street"": ""123 Elm Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62701"",
  ""country"": ""USA""
}
```",2023-10-21
1,ord-94d14fcf,usr-82895527,usr-98610fc6,auc-2d053330,prod-2e1e2fb8,1042.5080487278422,0.9700303392634946,32.72066944636699,shipped,pi_4b807a13f4c14532aa7c067645de63db,2024-01-08,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2024-01-08
1,ord-12225448,usr-4d664edc,usr-2ed6a909,auc-c58ff08a,prod-a0ee6b03,949.9818178658556,42.27330018548153,12.428901416409865,paid,pi_c413d4de77be476e9dd289ac8e110302,2023-08-24,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-08-24
1,ord-3693b637,usr-b0338418,usr-2ed6a909,auc-e4755a04,prod-6fc5fba9,614.014482902046,7.074683055730113,36.9316730045431,shipped,pi_4d1ff52f026f4a1f830573cda74e4b50,2023-09-04,"```json
{
  ""street"": ""123 Maplewood Dr"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-09-04
1,ord-6f2470ab,usr-95ed7f31,usr-3558bbdd,auc-9c5336c8,prod-4a659a9c,197.42831391130963,31.230759478693727,89.60033687993436,paid,pi_bb489c8fff4641ad829e4ca8c18f8301,2023-08-27,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-08-27
1,ord-dfb1b137,usr-e42c8b9d,usr-75dac993,auc-a3a9c3d0,prod-d496f85f,1367.4813637095167,46.81838895100252,37.69688992597753,paid,pi_df8020d0995b4ac5bbcec25ecec00446,2023-11-08,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-11-08
1,ord-3462717d,usr-5a33ea8c,usr-2605b31d,auc-d3bfe267,prod-e2d050bf,248.3849567651558,39.64574351091632,57.56140843843115,delivered,pi_351c4400387d4128b0749938828f5464,2023-07-05,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-07-05
1,ord-83dd6b8f,usr-be6fc7ae,usr-30f3e70f,auc-b4c590de,prod-28b80c25,481.5386933912127,28.633438802545523,87.2065555901275,paid,pi_243f56c7c16f432dbf7aac4ca5392c05,2023-07-28,"```json
{
  ""street"": ""123 Maple Street Apt 4B"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-07-28
1,ord-3444713f,usr-2a743762,usr-4e0d240a,auc-d9d4788e,prod-65ae6e70,555.7488754306519,8.44798921341765,18.608658107090946,shipped,pi_cbdde89a7cea4717817b2b4fcc2fdde8,2023-04-03,"```json
{
  ""street"": ""123 Maplewood Dr"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-04-03
1,ord-0f961d03,usr-09010cf1,usr-8b3c0733,auc-71f33277,prod-1d885bd8,1406.8988839577469,12.33017309110842,96.37769663215273,cancelled,pi_98425b6111fd46408660ded7f0f3c395,2023-08-26,"```json
{
  ""street"": ""1234 Elm Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62701"",
  ""country"": ""USA""
}
```",2023-08-26
1,ord-11f0b75e,usr-e18a7b96,usr-07f9ef77,auc-7ccb9d42,prod-14d5eb4c,491.0400584185411,45.53056221307295,70.29804753206358,paid,pi_2c2b6a43d1c5465a9800584658c03e7e,2023-05-02,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-05-02
1,ord-1c986584,usr-514ccdaf,usr-fb2463d4,auc-ccdbdb4e,prod-6481369f,876.8008450747288,29.60367549974201,95.91072627274883,pending,pi_8670536bc868411c93e0137715801375,2023-12-27,"```json
{
  ""street"": ""123 Maplewood Dr"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-12-27
1,ord-dff6ea07,usr-31eb8775,usr-ada8b8bd,auc-455f7257,prod-7ead12c2,62.7064175636241,17.65311681521679,82.00107003346437,paid,pi_84ea793d49dc47f996d95b1b8daf5830,2023-04-16,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-04-16
1,ord-150f934f,usr-9451dee1,usr-cb3066b7,auc-4bc18f35,prod-6ec120e1,374.85009120990725,41.4264876055561,72.79513333728724,paid,pi_c45eb3dec2814674aa0edd39384da334,2023-06-05,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-06-05
1,ord-1798d8f4,usr-b555effe,usr-22aaa082,auc-76764e8f,prod-afef592f,1290.3692634374488,6.104837160067211,8.205996343809396,pending,pi_e2e135566cb94a6e933d67d1c5e478d4,2023-07-09,"```json
{
  ""street"": ""1234 Elm Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-07-09
1,ord-b43f3000,usr-67f49b0d,usr-bf2a3290,auc-51e5225b,prod-d496f85f,16.0867966112076,38.00952278649207,54.98245830825691,pending,pi_03ffbc5d226d41e5837860b2819ed03c,2023-12-19,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-12-19
1,ord-25679e47,usr-e45b21c7,usr-dac5c395,auc-e8edeb6d,prod-8ed5f6f0,871.7497093882162,40.39517739562478,92.82455761529161,delivered,pi_ad39525a431d4e899b8fee378e2d2cc0,2024-01-23,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2024-01-23
1,ord-d88b0d7f,usr-f4e88a7c,usr-f4f9a207,auc-b86f19fa,prod-cf58e264,363.49565602858104,13.39258318959783,57.728229932496134,paid,pi_2d4bcd23c8e246b5bf0ed05c349475be,2024-01-16,"```json
{
  ""street"": ""123 Maplewood Ave"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2024-01-16
1,ord-1ff33073,usr-5fc7c74c,usr-d816b680,auc-aed1380d,prod-8bd5f3ef,1067.3210568924987,39.30453262318684,29.16582706209585,pending,pi_3969645d6eb64417bccbe55cc7e988c0,2024-01-28,"```json
{
  ""street"": ""123 Maplewood Lane"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2024-01-28
1,ord-94db417f,usr-fe88e05a,usr-fb2463d4,auc-ee11a755,prod-1dfd125e,1263.931495011099,47.23486768246461,62.39220003777819,refunded,pi_60562f5224994612a64a59029b9e7eed,2023-12-01,"```json
{
  ""street"": ""123 Maplewood Dr"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-12-01
1,ord-9611005f,usr-8fc70a13,usr-e36b5a97,auc-9e4c6cf8,prod-49bfbbaa,534.3222440456796,26.961182641795045,20.079982724210755,pending,pi_418f8585ada1485eb164967d6a97538e,2023-10-10,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-10-10
1,ord-ca595dfe,usr-8d8c58bc,usr-59038418,auc-aed1380d,prod-599aa6a8,66.26927922373233,23.087742728173748,91.71702401178405,paid,pi_8de5f12cfa504bf58e53e3731b65fece,2023-12-12,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-12-12
1,ord-4d7fbdf0,usr-5b0a7894,usr-44d7c355,auc-30c1f612,prod-308fa7e2,1272.30735727784,26.508813233463428,89.26321125705044,paid,pi_93a20aa854da429b9c924351051c2c6b,2023-07-27,"```json
{
  ""street"": ""1234 Elm Street, Apt 56"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-07-27
1,ord-a80964c6,usr-63139c4c,usr-3510ce29,auc-cef8c3dc,prod-47e73109,1492.8705947588126,27.058440498086178,36.41264305120659,paid,pi_c065344fa2e04a7ca32191f52ffdd362,2023-04-16,"```json
{
  ""street"": ""1234 Elm Street Apt 5B"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-04-16
1,ord-8192b1f6,usr-85fcbd72,usr-bf2a3290,auc-c927d358,prod-043c28c3,559.76772287417,14.310196185175977,21.635121801351275,delivered,pi_fabcdff54f324d9f993d076f01c94ccf,2023-08-14,"```json
{
  ""street"": ""123 Maplewood Lane"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-08-14
1,ord-ba578904,usr-4ee7510a,usr-f04c75d7,auc-58dab145,prod-d589e3fc,929.6596132515194,30.89864737241752,12.131439393704003,paid,pi_9f06b7a952414cc58d8b2ea596d81167,2023-06-04,"```json
{
  ""street"": ""123 Elm Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-06-04
1,ord-b589ec64,usr-75f1a5ed,usr-a86828e6,auc-c0eb8f61,prod-262d029f,1165.7122987331359,7.797836910320777,38.717715737756976,delivered,pi_db0d6f4b3c054c13ace351d5bf8ea7a3,2024-01-05,"```json
{
  ""street"": ""123 Maple Street"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62701"",
  ""country"": ""USA""
}
```",2024-01-05
1,ord-b20ebbb6,usr-4c86d48c,usr-5a33ea8c,auc-db81d193,prod-14bd131f,511.51413501982194,39.690918291894874,53.42278478998238,shipped,pi_813ef6571eec4ecc9050aa957fc854bc,2023-07-09,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-07-09
1,ord-a8de9e85,usr-088dfa4d,usr-b63421a7,auc-db81d193,prod-29203224,671.7284265409951,46.45590189878996,14.237663133985468,paid,pi_2a0a705b2fd440f491f8a84e60695735,2023-09-16,"```json
{
  ""street"": ""123 Maplewood Drive"",
  ""city"": ""Springfield"",
  ""state"": ""IL"",
  ""zip_code"": ""62704"",
  ""country"": ""USA""
}
```",2023-09-16
